,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
188,宇和島署管内,身体露出,令和4年6月1日(水)午後6時ころ,宇和島市和霊元町二丁目の路上,女性が自転車で走行中、路上に立っていた男が、車両が通るたびにズボンと下着を下ろし、下半身を露出していたもの。男は自転車に乗って立ち去った。,60歳位、小肥、身長160~170センチ位、黒色短髪、灰色様ジャージ、ジャージズボン(色不明)、白色肌着着用、自転車利用(ママチャリ様),宇和島市和霊元町二丁目の,宇和島市和霊元町二丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,和霊元町二丁目,ワレイモトマチ 2,WAREIMOTOMACHI 2,,33.227971,132.567915
189,宇和島署管内,不審者,令和4年6月1日(水)午前7時55分ころ,宇和島市伊吹町の路上,女子高校生が自転車で走行中、路上に立っていた男が女子高校生の通行に合わせてしゃがみ込み、靴紐を結び直すような素振りを見せながら、地面に置いたスマートフォンを操作していたもの。,30歳位、中肉、短髪よりやや長めの黒髪、上下黒色様ジャージ、黒色メガネ着用、スマートフォン所持、マスクなし、徒歩,宇和島市伊吹町の,宇和島市伊吹町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,伊吹町,イブキチョウ,IBUKICHO,,33.234583,132.579287
190,宇和島署管内,不審者,令和4年6月1日(水)午前7時55分ころ,宇和島市伊吹町の路上,女子高校生が自転車で走行中、路上に立っていた男が女子高校生の通行に合わせてしゃがみ込み、靴紐を結び直すような素振りを見せながら、地面に置いたスマートフォンを操作していたもの。,30歳位、中肉、短髪よりやや長めの黒髪、上下黒色様ジャージ、黒色メガネ着用、スマートフォン所持、マスクなし、徒歩,宇和島市伊吹町の,宇和島市伊吹町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,伊吹町,イブキチョウ,IBUKICHO,カネツキ田,33.239498,132.569463
191,宇和島署管内,不審者,令和4年6月1日(水)午前7時55分ころ,宇和島市伊吹町の路上,女子高校生が自転車で走行中、路上に立っていた男が女子高校生の通行に合わせてしゃがみ込み、靴紐を結び直すような素振りを見せながら、地面に置いたスマートフォンを操作していたもの。,30歳位、中肉、短髪よりやや長めの黒髪、上下黒色様ジャージ、黒色メガネ着用、スマートフォン所持、マスクなし、徒歩,宇和島市伊吹町の,宇和島市伊吹町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,伊吹町,イブキチョウ,IBUKICHO,上井関,33.237591,132.568252
192,宇和島署管内,不審者,令和4年6月1日(水)午前7時55分ころ,宇和島市伊吹町の路上,女子高校生が自転車で走行中、路上に立っていた男が女子高校生の通行に合わせてしゃがみ込み、靴紐を結び直すような素振りを見せながら、地面に置いたスマートフォンを操作していたもの。,30歳位、中肉、短髪よりやや長めの黒髪、上下黒色様ジャージ、黒色メガネ着用、スマートフォン所持、マスクなし、徒歩,宇和島市伊吹町の,宇和島市伊吹町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,伊吹町,イブキチョウ,IBUKICHO,北宇和島町,33.237717,132.565731
193,新居浜署管内,つきまとい,令和4年5月31日(火) 午後6時20分ころ,新居浜市江口町から同市河内町までの路上,小学生男児が自転車で走行中、自転車に乗った者(性別不明)からつきまとわれたもの。,中肉、黒色長袖服、黒色長ズボン、サングラス、黒色マスク、黒色キャップ帽着用、自転車利用,新居浜市江口町から同市河内町までの,新居浜市江口町から同市河内町まで,0,blue,,,,,,,,,,,,,,
194,愛南署管内,不審者,令和4年5月31日(火)午後1時25分ころ,南宇和郡愛南町城辺甲の路上,女性が子供と一緒に飼い犬と遊んでいたところ、男が飼い犬に手を伸ばして触るとともに、子供と犬を交互に見ながら、手をズボンのポケットに入れ下半身辺りを触っていたもの。,70~80歳位、やせ型、身長170センチ位、白髪混じりの短髪、青色半袖ポロシャツ、青色長ズボン、黒色スニーカー着用、透明ビニール袋・青色肩掛けバッグ所持、徒歩,南宇和郡愛南町城辺甲の,南宇和郡愛南町城辺,0,purple,,,,,,,,,,,,,,
195,松山東署管内,声かけ,令和4年5月30日(月) 午後10時20分ころ,松山市西一万町の路上,女性が歩行中、車両に乗った男から「怪しい者ではない。」「話に付き合ってくれませんか。」「車に乗って。」等と声を掛けられたもの。,40~50歳位、普通乗用自動車利用(銀色、SUV様),松山市西一万町の,松山市西一万町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西一万町,ニシイチマンマチ,NISHIICHIMAMMACHI,,33.84625,132.772495
196,松山東署管内,声かけ,令和4年5月28日(土) 午後3時15分ころ,松山市桑原七丁目の路上,小学生女児が自転車で走行中、対向から来た車両乗車の男から、すれ違いざまに、運転席窓を開け聞き取れない言葉をかけられたもの。その後、男はUターンし、小学生女児と同じ方向に進行してきた。,30~40歳位、中肉、金色短髪、自動車利用(白色、セダンタイプ、車内の助手席辺りにピンク色の置物が見えた),松山市桑原七丁目の,松山市桑原七丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,桑原七丁目,クワバラ 7,KUWABARA 7,,33.829267,132.792256
197,松山東署管内,声かけ,令和4年5月28日(土) 午後3時10分ころ,松山市生石町の路上,男児が、自転車に乗った男から「お父さんとお母さんはおらんの?」「一人?」等と声をかけられたもの。,50歳位、中肉、白色様の服、丸縁帽子着用、リュックサック様所持、自転車利用,松山市生石町の,松山市生石町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,生石町,イクシマチ,IKUSHIMACHI,,33.83307,132.742317
198,松山南署管内,声かけ,令和4年5月27日(金) 午後3時30分ころ,松山市森松町の路上,女子中学生2名が歩行中、徒歩の男から「さようなら。」「家どこ?近い?」等と声をかけられ、後をつけられたもの。,40~50歳位、やせ型、身長170センチ位、黒色短髪、白色長袖ワイシャツ、黒色スラックス、革靴(黒か濃い茶色様)、白色マスク着用、左胸ポケットに手帳様のものあり、徒歩,松山市森松町の,松山市森松町,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,森松町,モリマツマチ,MORIMATSUMACHI,,33.789207,132.791713
199,松山西署管内,身体露出,令和4年5月26日(木) 午後4時ころ,松山市堀江町の路上,小学生女児が歩行中、対向から歩いてきた男が、すれ違いざまに、自身の衣服をめくり上げて下半身を見せつけたもの。,40~50歳位、やせ型、身長170センチ位、白髪混じり短髪、上衣:黄土色上着、下衣:黄土色長ズボン様(女性もののようなヒラヒラした形状)、黒縁メガネ着用、顔面にシミあり、徒歩,松山市堀江町の,松山市堀江町,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,堀江町,ホリエチョウ,HORIECHO,,33.908885,132.759138
200,新居浜署管内,つきまとい,令和4年5月25日(水) 午後8時15分ころ,新居浜市田の上一丁目の路上,女子高校生が自転車で走行中、自転車に乗った男から、すれ違いざまに「なんで行くの?」と声を掛けられ、その後、約200メートルの間つきまとわれたもの。,白色上衣、自転車利用,新居浜市田の上一丁目の,新居浜市田の上一丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,田の上一丁目,タノウエ 1,TANOE 1,,33.970045,133.315072
201,松山東署管内,不審者,令和4年5月25日(水) 午後7時ころ,松山市中村四丁目の建物敷地内,女性が、建物敷地内に立っている男から睨まれたもの。,50~60歳位、がっちり体型、身長170~175センチ位、白髪混じりの短髪、半袖シャツ、半ズボン、メガネ着用、ママチャリ様の自転車利用,松山市中村四丁目の建物敷地内,松山市中村四丁目の建物敷地内,0,purple,,,,,,,,,,,,,,
202,愛南署管内,不審者,令和4年5月24日(火) 午後6時10分ころ,南宇和郡愛南町城辺甲の路上,男子中学生2名が歩行中、車両の助手席に座っていた男から、フロントガラス越しにエアガン様のものを向けられたもの。,若い感じ、白色の軽四乗用自動車利用、助手席の男がエアガン様のものを所持、運転手はサングラス着用,南宇和郡愛南町城辺甲の,南宇和郡愛南町城辺,1,purple,,,,,,,,,,,,,,
203,松山西署管内,写真撮影,令和4年5月24日(火) 午後5時30分ころ,松山市小川の路上,女性が自転車で移動中、後方から近づいてきた車両に乗車の男から、携帯電話機を向けられたもの。,30歳位、やせ型、身長165~170センチ位、黒髪でセミロングのセンター分け、上下青色作業着(つなぎ)、自動車利用(茶色、トヨタヴァンガード様)、黒色手帳型カバー付き携帯電話機所持,松山市小川の,松山市小川,0,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,小川,オガワ,OGAWA,,33.919532,132.771357
204,西条署管内,声かけ,令和4年5月24日(火) 午後3時40分ころ,西条市明屋敷の路上,小学生女児が歩行中、後方から近づいてきた車両に乗車の男から、運転席の窓越しに「バイバイ。」と声を掛けられたもの。,60~70歳位、中肉、白色短髪(前髪をかき上げている)、メガネ(透明レンズ、茶色様フレーム)着用、顔に多数のホクロあり、自動車利用(銀色、前部に高齢者マークを貼付),西条市明屋敷の,西条市明屋敷,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,明屋敷,アケヤシキ,AKEYASHIKI,,33.921259,133.178034
205,松山東署管内,声かけ,令和4年5月24日(火) 午後1時30分ころ,松山市本町六丁目の店舗内,女性が店内で買い物中、男から卑わいな言葉をかけられ、店外までつきまとわれたもの。,40~50歳位、小肥、緑と赤色チェック柄シャツ、長ズボン、マスク着用、両手にトートバッグ様のもの所持、徒歩,松山市本町六丁目の,松山市本町六丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,本町六丁目,ホンマチ 6,HOMMACHI 6,,33.852826,132.758761
206,新居浜署管内,身体露出,令和4年5月22日(日) 午前6時30分ころ,新居浜市江口町の路上,女性2名が歩行中、道路の対面にいた上半身裸の男から凝視されたもの。,50~60歳位、上半身裸、徒歩,新居浜市江口町の,新居浜市江口町,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,江口町,エグチチョウ,EGUCHICHO,,33.956735,133.272403
207,松山東署管内,声かけ,令和4年5月20日(金) 午後3時40分ころ,松山市内を走行中の電車内,女子高校生が電車に乗車中、隣に座った男から顔を覗き込むように見られた後、「かわいいね。」等と声を掛けられたもの。,50歳位、中肉、身長160センチ位、黒色短髪、灰色長袖、ジーンズ、徒歩、黒色リュックサック所持,松山市内を走行中の電車内,松山市内を走行中の電車内,0,green,,,,,,,,,,,,,,
208,西条署管内,つきまとい,令和4年5月19日(木) 午後7時10分ころ,西条市神拝乙から同市朔日市までの路上,小学生女児が歩行中、男から「名前は何?」と声を掛けられ、無視すると、後方をつきまとわれた後、「小学校はどこ?」等と再度声を掛けられたもの。,30歳位、やせ型、身長150センチ位、黒色短髪、黒色長袖、黒色長ズボン、徒歩、白色マスク着用、携帯電話機所持,西条市神拝乙から同市朔日市までの,西条市神拝乙から同市朔日市まで,0,blue,,,,,,,,,,,,,,
209,松山東署管内,不審者,令和4年5月19日(木) 午後3時20分ころ,松山市湊町五丁目の路上,女子高校生2名が店舗内で飲食中、店舗外の路上にいた男から、店舗ガラス窓越しに凝視されたもの。,30~50歳位、小肥、身長160センチ位、禿げている、白色Tシャツ着用、徒歩、白色マスク、黒色キャップ帽着用、黒色肩掛け鞄所持,松山市湊町五丁目の,松山市湊町五丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,湊町五丁目,ミナトマチ 5,MINATOMACHI 5,,33.835933,132.762679
210,松山東署管内,不審者,令和4年5月18日(水) 午後3時45分ころ,松山市堀之内の路上,男が、公衆トイレ外側の柵沿いに立ち、女子トイレを見ながら下半身を触っていたもの。,20~40歳位、中肉、黒色様の頭髪、徒歩,松山市堀之内の,松山市堀之内,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,堀之内,ホリノウチ,HORINOCHI,,33.842173,132.761254
211,松山西署管内,つきまとい,令和4年5月18日(水) 午前7時20分ころ,松山市安城寺町の路上,小学生男児2名が歩行中、男から、後方を歩く速度に合わせてつきまとわれたもの。5月16日、17日にもつきまとわれている。,15~20歳位、茶色パーカー、自転車と徒歩の時がある,松山市安城寺町の,松山市安城寺町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,安城寺町,アンジョウジマチ,ANJOJIMACHI,,33.879403,132.740016
212,松山東署管内,不審者,令和4年5月17日(火) 午後5時10分ころ,松山市衣山五丁目の路上,女子専門学生が自転車を押して歩いていたところ、すれ違ったバイクに乗車の男が、Uターンして停車した後、周囲を見渡す不審な動きをしていたもの。,40~50歳位、小肥、身長165センチ位、白色長袖シャツ(作業着様)、メガネ着用、黒と銀色のスクーター利用,松山市衣山五丁目の,松山市衣山五丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,衣山五丁目,キヌヤマ 5,KINUYAMA 5,,33.847948,132.737536
213,今治署管内,つきまとい,令和4年5月17日(火) 午後3時10分ころ,今治市立花一丁目の路上,小学生女児が歩行中、男から同じ速度で後をつきまとわれたもの。,50~60歳位、中肉、黒色マスク、帽子(「M」のロゴ入り)着用、徒歩,今治市立花一丁目の,今治市立花一丁目,0,blue,,,,,,,,,,,,,,
214,西条署管内,声かけ,令和4年5月17日(火) 午後2時50分ころ,西条市明屋敷の路上,小学生男児が歩行中、路上に立っていた男から「こっちに来なさい。」と声を掛けられたもの。,40~60歳位、中肉、身長が低め、茶色混じりの黒色短髪、ベージュ色長袖シャツ、青色様長ズボン、白色マスク、暗色のニット帽、黄色サンダル着用、徒歩,西条市明屋敷の,西条市明屋敷,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,明屋敷,アケヤシキ,AKEYASHIKI,,33.921259,133.178034
215,今治署管内,写真撮影,令和4年5月17日(火) 午前7時50分ころ,今治市国分二丁目の路上,女子高校生が路上にいたところ、徒歩で近づいてきた男から「写真を撮ってもいいかな。」と声を掛けられ、断るも、正面からスマートフォンで写真を撮られたもの。,60~70歳位、黄色トレーナー、黒色様ズボン、メガネ・帽子着用、スマートフォン所持、徒歩,今治市国分二丁目の,今治市国分二丁目,0,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,国分二丁目,コクブ 2,KOKUBU 2,,34.031597,133.019575
216,西条西署管内,つきまとい,令和4年5月17日(火) 午前7時35分ころ,西条市高田から同市国安までの路上,女子中学生が自転車で移動中、自転車に乗った男から、約1キロメートルの間追いかけられ、信号で停車した際、「おはようございます。」などと声を掛けられたもの。,30歳位、中肉、身長170センチ位、黒色短髪、上下黒色様ジャージ、色白、メガネ(大きめのレンズ、細いフレーム)着用、黒色様の自転車(ママチャリ風)利用,西条市高田から同市国安までの,西条市高田から同市国安まで,0,blue,,,,,,,,,,,,,,
217,松山東署管内,つきまとい,令和4年5月16日(月) 午後3時30分ころ,松山市山越五丁目の路上,男子中学生が自転車で移動中、対向から近づいてきた自転車に乗車の男から、すれ違い後、反転してつきまとわれたもの。,30歳位、小肥、黒色短髪、こげ茶色シャツ、紺色ジーンズ、黒色様メガネ着用、自転車利用(黒色、ママチャリ様),松山市山越五丁目の,松山市山越五丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,山越五丁目,ヤマゴエ 5,YAMAGOE 5,,33.860839,132.751777
218,松山東署管内,声かけ,令和4年5月16日(月) 午前6時53分ころ,松山市松末一丁目の路上,女性がバスを待っていたところ、通りがかった車に乗車の男から「今度食事に行こう。」等と声を掛けられたもの。,40~50歳位、中肉、耳にかかる位の長さの黒髪、白色様長袖、白色様長ズボン、浅黒い顔、パッチリした目、白色軽四乗用自動車使用(左後部バンパーの塗装が剥げてピンク色になっている),松山市松末一丁目の,松山市松末一丁目,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,松末一丁目,マツスエ 1,MATSUSUE 1,,33.826837,132.790334
219,今治署管内,身体露出,令和4年5月13日(金) 午前8時40分ころ,今治市別宮町五丁目の駐車場,男が、駐車場に駐車した車の車両内で下半身を露出していたもの。,60~70歳位、中肉、下半身裸、ベージュ色の軽四自動車利用,今治市別宮町五丁目の,今治市別宮町五丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,別宮町五丁目,ベックチョウ 5,BEKKUCHO 5,,34.071528,132.99197
220,大洲署管内,つきまとい,令和4年5月10日(火) 午後4時20分ころ,喜多郡内子町本川の路上,小学生女児が歩行中、男から「おうちどこ。」などと声を掛けられ、つきまとわれたもの。,60歳位、中肉、身長160センチ位、短髪、ピンク色長袖襟付きシャツ、灰色ズボン、灰色無地の野球帽、白色マスク着用、徒歩,喜多郡内子町本川の,喜多郡内子町本川,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38422.0,喜多郡内子町,キタグンウチコチョウ,KITA GUN UCHIKO CHO,本川,ホンガワ,HONGAWA,,33.565268,132.820646
221,大洲署管内,不審者,令和4年5月10日(火) 午後4時ころ,大洲市東大洲の路上,金属様の物とライターを手に持った男が、路上に座り込んでいたもの。,50~60歳位、中肉、白髪混じりの短髪、赤かピンク色のチェック柄長袖シャツ、ベージュか茶色の長ズボン、取っ手が青色の金属様の物とライター所持、徒歩,大洲市東大洲の,大洲市東大洲,1,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,東大洲,ヒガシオオズ,HIGASHIOZU,,33.527646,132.571139
222,松山西署管内,つきまとい,令和4年5月10日(火) 午後3時ころ,松山市南斎院町から同市南江戸六丁目までの路上,小学生男児が歩行中、男からつきまとわれた後、「おーい。」と叫ばれて手招きされたもの。,やせ型、カーキ色上着、黒色ズボン、黒色帽子、サングラス着用、徒歩,松山市南斎院町から同市南江戸六丁目までの,松山市南斎院町から同市南江戸六丁目まで,0,blue,,,,,,,,,,,,,,
223,大洲署管内,身体露出,令和4年5月10日(火) 午後3時ころ,大洲市若宮の河川敷,河川敷に立っていた男が、手を下半身の位置で動かしていたもの。,70~80歳位、白色の軽四乗用自動車利用,大洲市若宮の,大洲市若宮,1,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,若宮,ワカミヤ,WAKAMIYA,,33.521514,132.549221
224,松山東署管内,身体露出,令和4年5月10日(火) 午前11時05分ころ,松山市中村三丁目の路上,下半身裸の男が、路上を歩いていたもの。,がっちり体型、黒色短髪、黄色ウィンドブレーカー、下半身裸、徒歩,松山市中村三丁目の,松山市中村三丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,中村三丁目,ナカムラ 3,NAKAMURA 3,,33.830733,132.777186
225,松山西署管内,声かけ,令和4年5月9日(月) 午前7時15分ころ,松山市北斎院町の路上,女子中学生が歩行中、路上に立っていた男から「おはようございます。」と大声で挨拶されたため、それに返答したところ、さらに名前を大声で言われたもの。,40~50歳位、小肥、身長165~170センチ位、黒色短髪、黒縁メガネ着用、マスクなし、徒歩,松山市北斎院町の,松山市北斎院町,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,北斎院町,キタサヤチョウ,KITASAYACHO,,33.839402,132.723636
226,西条署管内,身体露出,令和4年5月8日(日) 午後6時ころ,西条市下島山甲の雑木林,女性が家屋敷地内で作業中、敷地境界の雑木林に座り込んでいた男と目が合い、しばらくして再度男の方を見ると、男が下半身を露出していたもの。,20~30歳位、中肉、身長175センチ位、黒色短髪、上衣:不明、下衣:ボクサーパンツ用の下着、徒歩,西条市下島山甲の雑木林,西条市下島山甲の雑木林,0,orange,,,,,,,,,,,,,,
227,松山西署管内,不審者,令和4年5月7日(土) 午後1時ころ,松山市西長戸町の路上,小学生男女児2名が自動販売機でジュースを買っていたところ、後方に止まった車に乗車の行為者から無言でペットボトルを投げつけられたもの。,茶色様軽四自動車を利用,松山市西長戸町の,松山市西長戸町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西長戸町,ニシナガトチョウ,NISHINAGATOCHO,,33.867813,132.741949
228,松山東署管内,つきまとい,令和4年5月6日(金) 午後10時05分ころ,松山市桑原五丁目の路上,男子中学生が歩行中、徒歩の男から、すれ違った後、反転してつきまとわれたもの。,35~50歳位、中肉、身長170センチ位、黒色短髪(坊主がやや伸びた程度)、黒色半袖Tシャツ、眼鏡(黒色フレーム)、白色ナイロン袋所持,松山市桑原五丁目の,松山市桑原五丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,桑原五丁目,クワバラ 5,KUWABARA 5,,33.831876,132.791468
229,松山東署管内,つきまとい,令和4年5月6日(金) 午後5時20分ころ,松山市平和通一丁目から同市道後一万までの路上,男子中学生が歩行中、大声を上げながら自転車に乗車した男から、すれ違った後、反転して数十秒程追いかけられたもの。,30~80歳位、やせ型、黒髪、黒色か灰色シャツ、長ズボン、黒色様自転車利用,松山市平和通一丁目から同市道後一万までの,松山市平和通一丁目から同市道後一万まで,0,blue,,,,,,,,,,,,,,
230,松山東署管内,つきまとい,令和4年5月2日(月) 午後1時30分ころ,松山市喜与町二丁目から同市西一万までの路上,女性が歩行中、徒歩の男から「すみません。ちょっといいですか。」と声を掛けられ、無視すると、男が停まっていた車に乗り込み、女性の後方を低速でつきまとった上、横に並んで車内から執拗に声を掛けてきたもの。,20~30歳位、やせ型、身長170センチ位、色黒の肌、外国人風(日本語はスムーズに話す)、帽子・眼鏡・マスクなし、ミニバンタイプ銀色自動車利用,松山市喜与町二丁目から同市西一万までの,松山市喜与町二丁目から同市西一万まで,0,blue,,,,,,,,,,,,,,
231,新居浜管内,不審者,令和4年5月1日(日) 午後4時30分ころ,新居浜市一宮町二丁目の建物敷地内,自転車に乗った男が、敷地内に駐輪している自転車を一台ずつ確認して、所持していたスマートフォンに何かを打ち込んでいたもの。,高校生風男、自転車利用、スマートフォン所持,新居浜市一宮町二丁目の建物敷地内,新居浜市一宮町二丁目の建物敷地内,0,purple,,,,,,,,,,,,,,
232,新居浜署管内,不審者,令和4年4月28日(木) 午前2時30分ころ,新居浜市松神子二丁目の一般住宅,女性が在宅中、女から自宅のインターホンを何度も鳴らされたもの。女性の家族が女に声を掛けようとしたところ、同女は駐車していた車両の後部座席に乗り込み立ち去った。,高齢でも若くもない印象の女性、白色か銀色の軽四自動車利用、マスク着用、白色紙袋所持,新居浜市松神子二丁目の,新居浜市松神子二丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,松神子二丁目,マツミコ 2,MATSUMIKO 2,,33.974087,133.324035
233,松山東署管内,つきまとい,令和4年5月1日(日) 午前1時55分ころ,松山市枝松六丁目の路上,女性が歩行中、前方から歩いてきた男からすれ違い後、Uターンしてつけられたもの。,40~50歳位男、中肉、紺色パーカー、灰色スウェット着用、ナイロン袋所持、徒歩,松山市枝松六丁目の,松山市枝松六丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,枝松六丁目,エダマツ 6,EDAMATSU 6,,33.825415,132.784859
234,松山南署管内,声かけ,令和4年4月27日(水) 午前7時35分ころ,松山市市坪南三丁目の路上,女子高校生が自転車で移動中、交差点で一時停止した際、見知らぬ男から、いきなり「好きです。」などと声を掛けられたもの。,40歳位男、やせ形、身長175センチ位、短髪、上衣:黒色長袖、下衣:灰色ズボン、白色マスク着用、メガネなし、徒歩,松山市市坪南三丁目の,松山市市坪南三丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,市坪南三丁目,イチツボミナミ 3,ICHITSUBOMINAMI 3,,33.805752,132.75205
235,今治管内,つきまとい,令和4年4月27日(水) 午後3時ころ,今治市立花町四丁目から三丁目の歩道上,小学生女児が歩行中、男から一定の距離を保ったまま、約250メートルの距離をつきまとわれたもの。途中で小学生女児が走って逃げたところ、男も走って追いかけてきた。,30~40歳位男、やせ型、身長160~170センチ位、頭髪黒色、黒色パーカー、茶色ズボン着用、黒色サングラス着用、青色ショルダーバッグ所持、徒歩,今治市立花町四丁目から三丁目の歩道上,今治市立花町四丁目から三丁目の歩道上,0,blue,,,,,,,,,,,,,,
236,松山南署管内,声かけ,令和4年4月27日(水) 午後3時20分ころ,東温市牛渕の路上,小学生女児2名が立ち話をしていたところ、自転車に乗った男から「これでジュースでも買え」などと声を掛けられ、お金を渡されそうになったもの。,50~70歳位男、小肥、白色ワイシャツ、紫色細身ズボン着用、黒色キャップ帽着用、メガネ・マスクなし、赤色自転車使用,東温市牛渕の,東温市牛渕,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38215.0,東温市,トウオンシ,TOON SHI,牛渕,ウシブチ,USHIBUCHI,,33.790706,132.848621
237,西条署管内,身体接触,令和4年4月26日(火) 午後3時30分ころ,西条市栄町の路上,小学生男女児3名が遊んでいたところ、近づいてきた2人組の男のうち1人から肩を揉まれたり、手を掴まれたりされたもの。,30歳位、小肥、身長160センチ位、坊主が少し伸びたくらいの長さの黒髪、白色ジャンパー、イヤホン着用、徒歩(2人組),西条市栄町の,西条市栄町,0,身体接触,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,栄町,サカエマチ,SAKAEMACHI,,33.918891,133.183535
238,新居浜署管内,暴行,令和4年4月24日(日)午後4時30分ころ,新居浜市北新町の施設内,女子中学生が施設内にいたところ、男から「ちょっといい?」などと声を掛けられ、頭を撫でられたり、背後から腰の辺りを持たれ、身体を持ち上げられたもの。,40~50歳位、やせ型、身長170センチ位、黒髪のマッシュルームカットで周囲を刈り上げている、灰色上着、白色シャツ、ジーンズ、黒縁メガネ着用、徒歩,新居浜市北新町の,新居浜市北新町,0,red,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,北新町,キタシンマチ,KITASHIMMACHI,,33.959605,133.271384
239,新居浜署管内,つきまとい,令和4年4月24日(日)午前11時30分ころ,新居浜市土橋二丁目から同市中村一丁目までの路上,女子中学生2名が歩行中、後方をつきまとうように歩いていた男に追い抜かれた後、振り返ってニヤニヤと凝視されたもの。男は、もと来た道を引き返し、立ち去った。,30~40歳位、中肉、身長170センチ位、黒色短髪、白黒のボーダー柄長袖シャツ、灰色ズボン、白色様靴着用、マスク・メガネなし、徒歩,新居浜市土橋二丁目から同市中村一丁目までの,新居浜市土橋二丁目から同市中村一丁目まで,0,blue,,,,,,,,,,,,,,
